level	level_ready	ready	start	end	color	opacity	title	initiation	in	out	children	parents	prof_uid
2	7	2070107.471	2070107.471	2070113.258	#ffc0cb	1.0	ProfTask <30>						424
2	7	2070120.860	2070120.860	2070125.106	#ffc0cb	1.0	ProfTask <33>						425
2	7	2070131.877	2070131.877	2070136.189	#ffc0cb	1.0	ProfTask <32>						426
2	7	2070141.398	2070141.398	2070145.072	#ffc0cb	1.0	ProfTask <28>						427
2	7	2070150.171	2070150.171	2070154.829	#ffc0cb	1.0	ProfTask <33>						428
2	7	2070159.785	2070159.785	2070164.050	#ffc0cb	1.0	ProfTask <32>						429
2	7	2070310.674	2070329.126	2070369.981	#3dff00	1.0	Trigger Complete	34					376
2	7	2070388.785	2070388.785	2070392.574	#ffc0cb	1.0	ProfTask <34>						430
2	7	2070469.051	2070469.051	2070475.390	#ffc0cb	1.0	ProfTask <23>						431
2	7	2070749.142	2070781.152	2070806.013	#333399	1.0	Deferred Ready Trigger	36					75
2	6	2070797.695	2070823.632	2070843.027	#001eff	1.0	Operation Physical Dependence Analysis	36					378
2	7	2070860.505	2070860.505	2070865.751	#ffc0cb	1.0	ProfTask <36>						432
2	6	2070861.048	2070872.848	2070895.393	#333399	1.0	Deferred Ready Trigger	35	[[0, 2, 15]]				379
2	7	2070912.589	2070912.589	2070917.128	#ffc0cb	1.0	ProfTask <35>						433
2	7	2070982.478	2070982.478	2070987.821	#ffc0cb	1.0	ProfTask <0>						434
2	7	2071077.383	2071077.383	2071100.087	#ffc0cb	1.0	ProfTask <35>						435
2	7	2071106.819	2071113.591	2071152.023	#007bff	1.0	Logical Dependence Analysis	38					79
2	7	2071213.450	2071213.450	2071219.974	#ffc0cb	1.0	ProfTask <38>						436
2	7	2071391.508	2071426.355	2071475.719	#333399	1.0	Deferred Ready Trigger	38					382
2	7	2071501.085	2071501.085	2071507.744	#ffc0cb	1.0	ProfTask <38>						437
2	7	2071675.248	2071675.248	2071681.510	#ffc0cb	1.0	ProfTask <38>						438
2	7	2071919.090	2071943.818	2072004.306	#3dff00	1.0	Trigger Complete	39					456
2	7	2072340.685	2072364.643	2072392.367	#3dff00	1.0	Trigger Complete	40					384
2	7	2072416.299	2072416.299	2072424.207	#ffc0cb	1.0	ProfTask <40>						439
2	7	2125854.803	2125854.803	2125862.182	#ffc0cb	1.0	ProfTask <38>						440
2	7	2125872.861	2125872.861	2125881.155	#ffc0cb	1.0	ProfTask <41>						441
2	7	2140598.711	2142134.517	2142169.070	#f7ff00	1.0	Prepipeline Stage	42					461
2	7	2142250.991	2142421.085	2142459.315	#333399	1.0	Deferred Ready Trigger	43					388
2	6	2142299.250	2142484.084	2142515.953	#333399	1.0	Deferred Ready Trigger	46					389
2	5	2142332.758	2142536.863	2142567.397	#333399	1.0	Deferred Ready Trigger	48					390
2	4	2142398.468	2142588.483	2142703.838	#001eff	1.0	Operation Physical Dependence Analysis	42					467
2	7	2142496.269	2142734.195	2142782.824	#001eff	1.0	Operation Physical Dependence Analysis	45					392
2	3	2142502.585	2142814.771	2142861.600	#001eff	1.0	Operation Physical Dependence Analysis	46					469
2	6	2142598.817	2142886.938	2142935.202	#001eff	1.0	Operation Physical Dependence Analysis	49					470
2	5	2142677.812	2142960.779	2143001.829	#009900	1.0	Garbage Collection	42					471
2	4	2142769.448	2143022.880	2143044.755	#009900	1.0	Garbage Collection	43					472
2	7	2142848.058	2143069.506	2143090.109	#009900	1.0	Garbage Collection	47					473
2	3	2142918.009	2143115.876	2143135.627	#009900	1.0	Garbage Collection	49					474
2	7	2143155.140	2143155.140	2143161.598	#ffc0cb	1.0	ProfTask <42>						442
2	7	2143172.191	2143172.191	2143178.522	#ffc0cb	1.0	ProfTask <43>						443
2	7	2143187.525	2143187.525	2143193.553	#ffc0cb	1.0	ProfTask <46>						444
2	7	2143201.377	2143201.377	2143207.104	#ffc0cb	1.0	ProfTask <48>						445
2	7	2143214.741	2143214.741	2143220.451	#ffc0cb	1.0	ProfTask <44>						446
2	7	2143228.060	2143228.060	2143233.807	#ffc0cb	1.0	ProfTask <45>						447
2	7	2143242.015	2143242.015	2143248.158	#ffc0cb	1.0	ProfTask <47>						448
2	7	2143255.895	2143255.895	2143261.633	#ffc0cb	1.0	ProfTask <48>						449
2	7	2143269.666	2143269.666	2143275.896	#ffc0cb	1.0	ProfTask <44>						450
2	7	2143284.717	2143284.717	2143290.933	#ffc0cb	1.0	ProfTask <45>						451
2	7	2143299.577	2143299.577	2143305.733	#ffc0cb	1.0	ProfTask <46>						452
2	7	2143314.699	2143314.699	2143321.041	#ffc0cb	1.0	ProfTask <48>						453
2	7	2223597.529	2223616.705	2223642.437	#333399	1.0	Deferred Ready Trigger	50					81
2	7	2223649.894	2223677.391	2223704.338	#006600	1.0	Post-Task Execution	1		[[0, 3, 16]]			82
2	6	2223632.052	2223734.963	2224347.889	#001eff	1.0	Operation Physical Dependence Analysis	50					95
2	7	2224083.656	2224376.294	2224417.523	#009900	1.0	Garbage Collection	50					99
2	5	2224105.062	2224439.970	2224479.424	#009900	1.0	Garbage Collection	50					100
2	4	2224122.255	2224502.241	2224530.123	#009900	1.0	Garbage Collection	50					101
2	3	2224174.081	2224548.176	2224579.936	#009900	1.0	Garbage Collection	50					102
2	2	2224202.446	2224600.946	2224638.734	#009900	1.0	Garbage Collection	50					103
2	1	2224342.247	2224661.822	2224698.721	#001eff	1.0	Operation Physical Dependence Analysis	54					104
2	7	2224676.790	2224723.490	2224750.426	#333399	1.0	Deferred Ready Trigger	55					106
2	6	2224739.059	2224773.650	2224803.090	#001eff	1.0	Operation Physical Dependence Analysis	55					108
2	7	2224780.989	2224820.990	2224845.602	#333399	1.0	Deferred Ready Trigger	56					110
2	6	2224835.122	2224869.634	2224899.178	#001eff	1.0	Operation Physical Dependence Analysis	56					112
2	7	2224877.537	2224920.916	2224944.521	#333399	1.0	Deferred Ready Trigger	57					114
2	6	2224934.343	2224966.963	2224994.594	#001eff	1.0	Operation Physical Dependence Analysis	57					115
2	7	2224974.658	2225014.514	2225039.487	#333399	1.0	Deferred Ready Trigger	58					117
2	6	2225028.841	2225062.158	2225090.887	#001eff	1.0	Operation Physical Dependence Analysis	58					118
2	7	2225070.170	2225112.927	2225125.099	#3dff00	1.0	Trigger Complete	1		[[0, 3, 16]]			119
2	6	2225114.068	2225153.557	2225195.976	#990000	1.0	Deferred Execute	55					121
2	7	2225208.142	2225219.705	2225258.537	#990000	1.0	Deferred Execute	57					123
2	7	2225273.472	2225281.446	2225309.583	#5eff00	1.0	Top Finish	0					124
2	7	2225335.279	2225335.279	2225341.226	#ffc0cb	1.0	ProfTask <58>						454
